"z"	"f1"	"f2"	"b"
0	-0.0102455129227959	0.202059997763591	-57.7555366394788
0	0.150075758573186	0.310049178648777	-45.9500976902901
0	0.0225983795931596	0.312013931096798	-35.6866230553162
0	0.0447322628957344	0.324969914685714	-49.4644725750978
0	0.0899188436213569	0.291096063651308	-48.2849664967925
0	0.156842176182364	0.188908599918638	-51.736424499852
0	0.218611826349308	0.331730331413991	-46.9017263947146
0	0.0464993322479821	0.459334110195386	-48.027354582104
0	0.0876255907392534	0.218540275355716	-65.8737557837296
0	0.0950784757078107	0.290873130408075	-51.0327238008159
0	0.199253808122478	0.422285420739549	-49.0052710263265
0	-0.186111536039846	0.275067727623875	-54.5935033530524
0	0.125957443070416	0.139025102091545	-44.3100940758132
0	0.0590504143099994	0.189698346160964	-43.4860924554449
0	0.236043582736401	0.158737844355206	-52.8526757065437
0	-0.0731086821689685	0.341729665494699	-48.0765360362375
1	-0.136885940654802	0.105048946997371	-34.7322725705835
1	-0.310519310111572	0.23488066449618	-24.617891703557
1	-0.306214993812909	0.13609559072108	-25.3639384201228
1	-0.208438543949256	0.151490612548991	-13.3923327529709
1	-0.426889526448976	0.25000133096176	-20.4542176259763
1	-0.333356693735421	0.303535575107604	-17.8824932144097
1	-0.195406710023275	0.407340229493569	-9.12134234988037
1	-0.375684386667303	0.0678466820136396	-25.6763254261271
1	-0.131926881449785	0.33920067868358	-29.2921702685769
1	-0.243586014752109	0.0648236276523431	-6.19607417228514
1	-0.257626696159223	0.157865836961852	-29.7572152562559
1	-0.231023756265818	0.295958174339421	-30.422196026501
1	-0.311244508858227	0.293410282510245	-29.1969090133716
1	-0.291629080634459	0.166980284108253	-16.1665809649021
1	-0.303328521505808	0.267248886175198	-40.2513216262946
1	-0.306857591454672	0.176523946104475	-33.8245278399637
2	-0.215036301715438	-0.114872261600411	-2.95065225148938
2	-0.303064023746712	-0.322174857164582	15.6546438772679
2	-0.190213975072468	-0.221029385879582	-8.16108009842866
2	-0.213915439091178	-0.158574414160404	-7.61971640732304
2	-0.267572540208856	-0.024204599397104	0.128134287790638
2	-0.492294984186186	-0.15801461835166	8.1409419264569
2	-0.172219506843484	-0.217223969108779	-3.92306363370678
2	-0.228215731747428	-0.0907529198253926	16.4898004862404
2	-0.218915492079069	-0.0992309033008324	5.86954981803464
2	-0.255839810297749	-0.164850538799616	2.96054829479231
2	-0.490248797755426	-0.376707953093851	12.0959654965729
2	-0.136004083544645	-0.105005729783291	0.823370241907238
2	-0.204473954096936	-0.134614361868594	-2.65623879393214
2	-0.283602503942085	-0.118353893886807	-13.7866633902872
2	-0.354152790674749	-0.169801701973484	3.03709894423122
2	-0.468014738652499	-0.228393453876885	-0.693753648531668
3	0.0485379552596068	-0.359026857946608	26.69665127429
3	-0.0733356593301929	-0.348389675418572	17.661674478593
3	0.137881006261342	-0.284109420753382	30.2084121816305
3	0.116848919553625	-0.277433806648628	33.4054346021086
3	0.0643353276958827	-0.421407255666426	27.4179652236079
3	-0.0465615786932604	-0.256580405037383	34.3834625575417
3	0.158136957216109	-0.232273746007005	28.4359969772923
3	-0.0108032691120565	-0.312287105832104	17.3101945369062
3	0.146862494851698	-0.334527992954754	38.5534715948441
3	0.0599668993857945	-0.300596327035047	37.2979872164848
3	0.0847625021738037	-0.303495266228368	24.4903398695094
3	0.180495892614696	-0.161504746371134	21.1887691875539
3	0.103490504499873	-0.238837699917103	20.7470551609414
3	-0.00626552264105668	-0.329126090409191	29.3882575917293
3	0.215893170662002	-0.348471041126041	27.8430102822691
3	0.313033546067195	-0.293114256506715	31.1350116950881
4	0.190794740962492	-0.297614780976901	43.6823393762366
4	0.362703332451872	0.00550475050888968	53.0892646039794
4	0.283104872841716	0.11873414415599	48.3592304118561
4	0.312733677833819	-0.0354356352216416	47.4605102986028
4	0.270642873889561	0.0407157655477845	53.6576996500251
4	0.424796266574908	0.116538803497808	48.8901173978546
4	0.41252861333932	-0.0873679788165321	50.1462892647147
4	0.251478138822321	-0.00215311160551091	64.6850630063277
4	0.126978540045852	-0.274621041557496	47.8992677108209
4	0.370671981841829	0.0557332870947681	54.2868599841476
4	0.347373662365065	-0.0834251671295545	47.4672262012435
4	0.245997653414256	-0.0437579699286584	49.7285634630363
4	0.37846855481607	0.0232833306894824	41.4966386817632
4	0.14968226885505	0.0248083543902307	49.5145733028977
4	0.425175479150177	0.186074561203764	53.0799018491292
4	0.504774882615323	0.130090389275123	58.3701941985635
