"z"	"f1"	"f2"	"b"
0	0.371058120328707	1.13261359864865	-204.9570715675
0	0.189641048440229	1.00300547410407	-207.395233237915
0	0.256851901713127	0.941653238947969	-195.800102836599
0	0.302664281927345	0.899845207319334	-181.68176137191
0	0.278038532508499	0.932878085448115	-204.853334690548
0	0.370819676584513	0.881189205520156	-200.922545702318
0	0.201981533452588	1.01354068012499	-199.555442188429
0	0.375926653027193	1.03503773930942	-191.813265175631
0	0.354893268086611	0.85444968779262	-191.780335496875
0	0.324283224417193	1.0273174886794	-190.57713940977
0	0.501194192714671	1.06364924068989	-197.445074142597
0	0.31103670592757	0.944710691241828	-201.517395995937
0	0.410425342508734	1.12416714099471	-195.502167186657
0	0.300909702599244	0.89943085753888	-199.695656948924
0	0.333210338116138	0.762868333286219	-210.265505154902
0	0.22934707293184	1.04050029320566	-210.788747662676
0	0.452987534492673	0.935788075363574	-201.085621052123
0	0.330721066443573	1.06554010167633	-211.046358944115
1	-0.717802016430725	0.339784990275549	-99.9226494652749
1	-0.810531193772063	0.550668872670914	-106.912235386516
1	-0.760865997785111	0.462953727174226	-92.255453788387
1	-0.76633562898833	0.603328659228056	-91.6508757403812
1	-0.659943309769121	0.545489177063215	-99.7306048131321
1	-0.943900880413173	0.644851456876506	-103.809838628249
1	-0.89109910288184	0.505505307154791	-108.376990898771
1	-0.809763920043981	0.647920477315249	-94.4784237369157
1	-0.822897581882854	0.668350002779058	-102.732293731888
1	-0.763779820319486	0.763159202683822	-109.706609637857
1	-1.02924607088728	0.596976507166127	-92.4817312775817
1	-0.875215768709236	0.345531224759802	-95.7051164351291
1	-0.769488540701833	0.405729341155671	-96.4319125448975
1	-0.62776742668057	0.602699711054685	-98.6504825950798
1	-0.82380982367982	0.618649571909178	-94.9666385846729
1	-0.832200084236554	0.510419097007244	-117.618684161421
1	-0.818539998658626	0.618062334633568	-88.1184601180264
1	-0.799525603227853	0.724644244006933	-99.6806231928747
2	-0.79633972663647	-0.643383596776428	2.55987722547127
2	-0.93269017486457	-0.599639391084201	3.51364642526674
2	-0.899367467469352	-0.517836928101318	-0.835592947566168
2	-0.824059516287058	-0.744668117673654	-15.5639818582981
2	-0.817850375380772	-0.432914329910469	5.41736611563973
2	-0.789038199412417	-0.575527946647321	-6.9614137527867
2	-0.777007333923795	-0.557643935732481	8.8164074639799
2	-0.810014966701079	-0.679113435787939	-3.3521184997041
2	-0.987791838003404	-0.69761485860673	-2.98177397233556
2	-0.870699445952491	-0.422538476775725	4.46715716356267
2	-0.599244929906764	-0.494369097836206	11.5741490400695
2	-0.776738260516733	-0.707029722143242	-11.881719716142
2	-0.610831543570571	-0.560868634767843	7.79346597669176
2	-0.952799164604625	-0.593013943492022	3.75271858243042
2	-0.584718397124088	-0.360594381885083	-0.523369734042975
2	-0.757563593058733	-0.481895751803423	13.6036790255419
2	-0.883013454114467	-0.636474034160005	-12.1767907765626
2	-0.703659816130013	-0.620053171591313	-1.16255930357524
3	0.474037987473316	-0.741027794232641	97.2226863776206
3	0.416028070226519	-0.791700506657634	101.477049461139
3	0.173008168114666	-0.994851694138402	102.839763692921
3	0.384179926739076	-0.809986149154786	96.1500050753962
3	0.275661463990127	-0.921428132335001	97.0688190725426
3	0.217213482080285	-1.02776266917737	104.174308978004
3	0.0125147745856394	-0.879919946727796	89.3297587254154
3	0.232442205553471	-0.884628112252622	101.033519189564
3	0.32846210173542	-1.04111305220771	100.421842213744
3	0.264866105450434	-0.907204386577806	101.729285193705
3	0.272307779776669	-1.14325467164388	97.4695479557227
3	0.267673595337552	-0.92513245729825	102.664189253696
3	0.377703472216488	-1.06573766807117	101.263050895535
3	0.281089328824799	-0.865682844844181	106.83894052604
3	0.145463325675354	-1.05843519569127	90.8487959409705
3	0.151694126093766	-0.960209144059431	100.544747896061
3	0.188423180613221	-1.0036245150105	101.990736276364
3	0.347748559847477	-1.03737955548885	96.1553092140442
4	0.949671041166416	0.0938730269894876	195.825045845924
4	1.00831780433354	0.124084283340591	203.138070961578
4	1.12113410966995	0.130257232089095	206.25652435929
4	1.17887226184675	-0.0361614029576221	194.067874014134
4	0.975608500318434	0.0117675335687565	197.003351723321
4	1.02520627336581	0.124216985726283	193.313988891917
4	0.914127371277564	0.0503448571030708	198.968145696444
4	0.961088882472772	-0.174060826171454	211.933344569722
4	1.07023478079922	-0.00997603030602325	204.447601442023
4	0.91954667078635	0.0225570824142375	193.494924802455
4	1.05624347315058	0.109915942562263	215.414305878864
4	1.02297326413688	0.137822108999866	203.118423273486
4	0.861566950699993	0.00559414629806282	198.922484316309
4	0.969116811291847	0.0314223534320856	197.975163477148
4	1.04929674148471	-0.00933140550236263	187.103036824315
4	1.01452623229765	-0.0904176249263923	207.523928910604
4	0.999031016142939	0.15167352862205	178.737171124198
4	1.00156863667986	-0.00450731549873722	202.199746161284
