"z"	"f1"	"f2"	"b"
0	0.0197037732948888	0.439202108332794	7.52141293667024
0	0.0423212239129982	0.519540482488406	0.225204873993544
0	0.148350224238637	0.395104266422317	0.201948562786205
0	0.0611131690604609	0.473668118324957	-2.34521945311233
0	0.0209444961665118	0.48352469613921	-3.72469724134556
0	0.121899206272091	0.311523159219205	5.61100623026741
0	0.0568715964706807	0.362614959048448	-3.44691351819654
0	0.263416254702851	0.418330562191553	4.87441077871107
0	0.174923309860353	0.405294924944203	0.37891800856119
0	0.05193385012432	0.442658750313002	-5.88159968045839
1	-0.460472277017969	0.242720251678747	25.6145946336916
1	-0.360383704314087	0.392158431541446	25.0969457737715
1	-0.345132460858923	0.280674438116654	31.4925032081114
1	-0.381791762671809	0.275711188752746	28.1601630190302
1	-0.281249203223237	0.132718388166887	30.809066687524
1	-0.283034969184422	0.20233528420025	31.0895277406886
1	-0.299551419572661	0.0571118638081259	21.5357235907132
1	-0.278845974555743	0.214410163725783	22.8887453584255
1	-0.503045262712404	0.0799719862471805	25.8101648687465
1	-0.388258689968603	0.365284125186262	29.6110594992639
2	-0.471968168342157	-0.254679672345238	53.215960665144
2	-0.483553474913312	-0.183711317026335	46.0958400587661
2	-0.213437656183984	-0.347458781073817	52.1987682360183
2	-0.236509997496996	-0.125250996328005	60.715483057988
2	-0.400863170957512	0.0149901031854879	42.8912840270255
2	-0.605410739485425	-0.184608740954185	52.4534215084757
2	-0.262896300315778	-0.218895764182015	49.5095241427938
2	-0.433902860600988	-0.347941215003585	50.5292122567808
2	-0.321042689664234	-0.32766472296242	50.3556527524827
2	-0.45414204114925	-0.442294323787787	45.8995833415828
3	0.101127904997292	-0.480653618889088	74.5418711035551
3	0.0746051618529939	-0.629919501037388	80.8026999075323
3	-0.0130074133608571	-0.525812178786434	78.3579876649019
3	0.147933003716262	-0.483690751511193	77.8035269663866
3	0.0266539293323538	-0.397736819700283	72.8097049276038
3	0.0195204611578484	-0.447050983518209	77.5209791415716
3	0.0475811375116571	-0.371182954198934	80.2467501726581
3	0.0175844284139206	-0.45127817771803	73.5494330748373
3	0.138161460769558	-0.385267837212627	71.2694811056555
3	0.0827557050016747	-0.449110618155273	75.9800403485455
4	0.32888416034158	-0.0661411971875827	102.907295071208
4	0.586315083770013	-0.043105458496007	100.561705681967
4	0.458050259989602	0.0316731035977321	102.512678660247
4	0.454704332230801	-0.18642811761944	109.451369904761
4	0.438015915875038	0.0635900560771282	92.8335268160058
4	0.586183372825505	0.132023588079083	95.8028078464966
4	0.518183271806671	-0.138004657037134	102.131999101538
4	0.503356869448344	0.117484105841562	90.6805129113366
4	0.370487895736646	-0.082905817336818	106.959452115957
4	0.457457901296281	-0.0549433372463021	92.7738135516604
