"z"	"f1"	"f2"	"b"
0	0.280788854114413	1.0309789706768	-6.95490616707541
0	0.438376711903249	1.09237385019374	4.56106154036846
0	0.442102679938912	0.962923998960888	6.23663287595724
0	0.296866470843813	1.10475292964846	-9.22852113284806
0	0.37404602152309	0.913272393384173	1.42420909964268
0	0.132302293208991	0.721398509410374	3.65411826617899
0	0.245522098433296	1.00072210033998	-0.364636326487533
0	0.326896609046861	0.927740344621499	-16.4539916160155
0	0.284066910166162	1.11004654645873	-5.23292850397227
0	0.188056022745574	0.880227188642505	4.10469394108741
1	-0.974719961382972	0.625980398293864	62.0737376413732
1	-0.699393349105256	0.531195395917586	54.5394409581258
1	-0.755289660661796	0.529684889215179	51.6255772782619
1	-0.872986491322625	0.245393972781273	43.2837305050264
1	-0.810402545679762	0.741132294499914	43.484645345994
1	-0.895553302879429	0.614203103567608	43.5393507426343
1	-1.01596669002635	0.64250425987808	43.3510758517274
1	-0.87641186306648	0.574984643429915	57.6281755698604
1	-0.522120141579106	0.754717435337295	43.8830010925925
1	-0.783743039826907	0.625410102651839	43.2913111917609
2	-0.7466730541981	-0.559594036958883	109.149005438946
2	-0.806335807499723	-0.391506075488285	105.907664191209
2	-0.67506255259177	-0.586035908742707	108.352221925848
2	-0.744550367312076	-0.721767228628994	93.5985595832588
2	-0.749696916306573	-0.50817813867958	112.686862078553
2	-0.896969477637332	-0.586987067934948	104.199884685543
2	-0.948843029386746	-0.53519962071533	108.844415337801
2	-0.570249956636281	-0.594415001974004	94.636778254933
2	-0.997596568365599	-0.463452878721582	96.0487649127492
2	-0.973431142311354	-0.596108628658642	93.4609602265762
3	0.399264990330324	-0.978455379212347	151.592897284507
3	0.203118214747454	-0.922295581143899	156.488777315723
3	0.52879540647081	-1.12986460077037	158.827231443937
3	0.364851326587508	-0.998743142684167	161.474003391098
3	0.264970076122444	-0.988283299046561	155.528633889163
3	0.327836303775561	-1.02904723319976	145.293057741646
3	0.454147994713123	-0.854410011469758	151.903549061282
3	0.345670721225103	-0.871732059328113	159.880571672864
3	0.265132069774741	-0.819920925742088	154.954054715457
3	0.447591142512603	-0.858448486845359	146.957686555073
4	1.10527017464706	0.0253799980514375	207.873196491223
4	0.971613276051462	0.0693950524453891	193.33922321797
4	1.04389788501787	0.0480322198419096	196.710602177802
4	1.22095916525158	-0.00558556194572559	210.039590173619
4	0.990203992857338	0.101093276606694	210.996748806248
4	0.992216464862507	-0.134315445742483	213.440667968877
4	1.07682271550313	-0.0314243824326079	215.542845155573
4	0.888258465863217	-0.0845771583449671	186.439066800722
4	1.02612403141171	-0.121807575843132	201.740093360851
4	1.01603424203375	0.0762454726262031	216.421267928378
