"z"	"f1"	"f2"	"b"
0	0.26600406298624	0.620204748591915	-0.935946001206827
0	0.375867394697193	0.511590749669979	-1.16444525518942
1	-0.242625984919915	0.345016981995728	16.1403020991504
1	-0.425928728673311	0.409047731593915	33.1426417931315
2	-0.286133025549804	-0.316245963585131	50.8025606165172
2	-0.287059493599743	-0.235205312663306	42.1854839979493
3	0.0760503709107824	0.0452837958130643	74.3767538557299
3	0.156342081560549	0.122398990385299	61.7650778712092
4	-0.0258400690526171	-0.0116089562978036	98.9709820776757
4	0.039489833235537	-0.224511719039186	86.1524331745706
