"z"	"f1"	"f2"	"b"
0	0.071256649650829	0.599149444950836	-11.199903390949
0	0.251747783872886	0.526787811660005	0.166727282153352
0	0.00892853179429895	0.304630642387962	8.33242255354772
0	0.249293969590094	0.450591635071809	0.262327365497548
0	0.404486076487487	0.454417081067314	-0.544528003258337
0	0.232531736797892	0.296143155676072	-0.101393306379518
0	0.00299968754181493	0.598375652455961	-2.11594277178162
0	0.26232146537152	0.680861376450767	9.20396558036559
0	-0.022071458575483	0.648983496528438	1.61040858854243
0	0.0761485805939836	0.246326293627317	-18.768336291727
0	-0.0105052951437731	0.426977492896584	-2.00384647177223
0	0.363429357434064	0.477058091237943	-10.2278472597512
0	0.243276994483913	0.62385815058023	-0.4545485866676
0	0.0703455013620597	0.430348833331988	-7.39688908664829
0	0.127746432359108	0.537899910969162	-0.232209783142378
0	0.078885555593714	0.37948649458294	10.1696474250902
0	0.28031280063187	0.328285741656694	-5.61997941629974
0	0.215958364336336	0.610915662244838	-8.19803420016592
0	0.113495238825413	0.459781051965938	0.119596423047231
0	0.152950412370037	0.582840455010344	0.567521361886554
1	-0.409021640677647	0.159264148364765	27.3570153155409
1	-0.321163840702355	0.431037156921511	31.5100495498794
1	-0.458426709219275	0.267993031746783	16.7179987456305
1	-0.444300624582036	0.284850079790953	14.8146481569115
1	-0.535538724467382	0.334596248587756	3.96525229865595
1	-0.378014038745954	0.330765547521172	21.5175649691469
1	-0.322854957180083	0.255732056968959	23.4702288539651
1	-0.358726636378764	0.226351352209356	20.1222227654843
1	-0.393366947042105	0.298143574573147	34.8057821024014
1	-0.499414164359397	0.199637599666134	17.0413001608989
1	-0.326640399183746	0.435572092585008	19.5685926954665
1	-0.350211385166918	0.269555195998239	7.17669402537134
1	-0.269673361143664	0.383518785288658	27.3361578075046
1	-0.311884054929096	0.296986924416603	12.5540791310729
1	-0.503406264000595	0.349688996186986	27.0254145082123
1	-0.462429661496593	0.326880020375055	13.6849031989604
1	-0.549862816620341	0.393496193622765	18.6335240351728
1	-0.467834418471001	0.15903169731986	37.5635955478181
1	-0.53387904997887	0.187556830602902	32.7795777023986
1	-0.556257590532338	0.192006324482932	14.3726259202665
2	-0.348835939728515	-0.421678886904036	52.0052018727175
2	-0.461741598741611	-0.216738990890649	48.2062698094345
2	-0.45317552847783	-0.372510372359681	54.0419052868079
2	-0.441725490692751	-0.353811916556605	55.9436482356459
2	-0.346890829824721	-0.268819402915631	58.1845250352838
2	-0.447002104261529	-0.267610326427231	38.2472463331099
2	-0.474203987521108	-0.317088724430783	58.4022021843644
2	-0.527543103906104	-0.316129835131685	40.7475094811782
2	-0.618275820550962	-0.392291312740857	50.8762222328268
2	-0.409003603435335	-0.241928556757748	55.2820086408751
2	-0.582712076378413	-0.277888236117804	47.9029104183039
2	-0.569467510446872	-0.319287308003583	50.7683878872303
2	-0.454592906964765	-0.266775578055468	59.8041012456989
2	-0.5927250320126	-0.338868397688975	49.9843969752621
2	-0.271127937480456	-0.474084718656856	52.3603304173645
2	-0.456779375079994	-0.312849126824286	43.7436796262561
2	-0.498517896027302	-0.411262762764154	48.823147555355
2	-0.462705113144471	-0.308576853066493	47.2027154199781
2	-0.496747210012545	-0.407773322658936	31.6059229578454
2	-0.519085949553916	-0.498905218215283	49.6964739796538
3	-0.167925763722751	0.204032607136952	78.6532913784985
3	0.0630595843797174	0.09804719906336	67.410555811223
3	0.000128226068933806	-0.00338254826881787	91.9066153646338
3	0.116381885492211	0.13998561553522	66.1084874529106
3	-0.123063376032078	-0.0238840668346122	70.4570195669312
3	-0.102266640372979	0.0100000816477627	78.0825278328052
3	-0.24837955291565	-0.18379787077029	82.5417859135338
3	-0.112405056900123	-0.0649960703483301	69.4330964179699
3	-0.114535495611586	-0.0461925299193453	76.7370035535661
3	0.0367800541484472	-0.052751576538614	66.9268423613236
3	0.160803956902995	0.0918592531008995	77.9182979667113
3	-0.0826950675044352	-0.0600104256144709	68.2282047525349
3	-0.0156008322823843	-0.0797975258317067	76.3829277556734
3	0.198948106193406	0.0351411905599638	74.6642680497035
3	0.0243470153938661	0.0263771775601269	79.6851530878336
3	-0.0683783093946969	-0.0681314689273894	73.1060746943368
3	0.0126948939949359	-0.13544402914105	86.3849969301345
3	-0.120429505499279	0.0463063261286232	77.4663509530449
3	0.124938999974405	-0.0385219018312374	71.06774360023
3	0.0160520506492876	-0.0285638541326176	72.4960331548051
4	0.0888682011621889	-0.099079930532598	92.4826204427119
4	0.0391939733137696	-0.174063168311022	101.415431839084
4	0.0143357828643216	0.0644788231626518	109.574493407783
4	-0.096837023574824	-0.11895286794082	103.305857861269
4	0.102458469599599	0.126568655663533	118.355505254568
4	-0.038966849986625	0.13792005821014	100.55408177017
4	0.195531299497761	0.106568169089788	95.6871670316091
4	0.175781201487413	-0.141456443814524	105.863365475205
4	0.00647180451244472	0.00745995264134084	104.753730610727
4	-0.0378187072694239	0.0600073768773231	105.537411640029
4	-0.134450630196963	-0.06946371014459	102.474275924111
4	-0.101335170313855	0.0340753551233958	91.5908628484538
4	0.0576823961566003	0.0491816703662737	92.456361881999
4	-0.0677238113385262	0.0329920199310138	101.192342724019
4	0.119042387428554	0.0858422368461567	101.806745471735
4	0.12449809277273	0.0930257391679173	117.863474544098
4	0.183881220317273	-0.0453808265652278	95.4257589650134
4	0.0553433060976069	-0.00446774157743068	96.9578952929095
4	0.0441258194858995	0.0270105409924903	101.348012844256
4	-0.0895817732359355	-0.273364880942932	92.5668794368853
