"z"	"f1"	"f2"	"b"
0	-0.0507216068336728	0.279986540108425	-1.38801299951035
0	0.0126784896057622	0.534013133293688	1.99534784525488
0	0.293998743426742	0.39014827485569	-4.46922989992131
0	0.341920976414503	0.519447746868054	-4.79084150480089
0	0.0958066974723896	0.454019272136783	7.11375749162671
0	0.00996007532273882	0.519599083460686	-0.191117699808079
0	0.0834744835819275	0.271118064265594	-0.868342982361126
0	0.0395199837923484	0.319524950546758	-4.99329601546008
0	0.31988429006838	0.73071127740531	2.32702653636147
0	-0.0419095527971587	0.319789874324902	-1.05598830613864
1	-0.500520471182895	0.283160583752394	18.5014811371691
1	-0.275607914658166	0.415208002027678	22.9774243371066
1	-0.11630313488966	0.224855295219422	18.9577150802121
1	-0.249433610978145	0.392344357114057	15.8400452040516
1	-0.258949494634443	0.180093293149292	20.5113106474647
1	-0.340139439554425	0.404144653562146	12.3066846635922
1	-0.555722081536685	0.21955164897865	37.7782466167139
1	-0.306119064129162	0.279405211892413	28.5014408870853
1	-0.277270869821865	0.112418488086361	19.3628299083923
1	-0.410733377402821	0.168991256963938	21.0335781575841
2	-0.417362887981253	-0.302924234024482	46.7396101983389
2	-0.267064011686922	-0.226911237312998	53.04126509445
2	-0.239420827613396	-0.136627683390981	51.9464559092173
2	-0.587194983803326	-0.217791513981429	55.1568611258838
2	-0.564602012115862	-0.208802952299038	53.8562876511989
2	-0.203500069475665	-0.30222718724107	49.0398033252498
2	-0.384820346416944	-0.293591657517276	50.7967166522596
2	-0.212240496578025	-0.183670311282339	47.3409104487475
2	-0.367362652990804	-0.431262963852376	41.8539272722457
2	-0.327846148928779	-0.0859237725948961	49.829347330799
3	0.018462384490653	-0.413660080678983	65.8846187272035
3	0.201472535655258	-0.124452422014594	78.9285082736342
3	-0.00560136302647368	-0.336903569398742	77.970087717056
3	0.0278852541210489	-0.265782966797978	79.2225538643984
3	0.118214195456753	-0.303572234971587	83.0844561771101
3	0.122003720364193	-0.350323323111089	73.407523711173
3	0.322081024166064	-0.451920306641676	76.2887879564033
3	0.117682242718386	-0.463746177281986	77.2077195375394
3	0.0134727337034056	-0.393484455735506	82.8663086321395
3	0.062208491822068	-0.461816502105176	86.123181774614
4	0.494517151980231	-0.00797270765207866	103.020411193097
4	0.490799314362319	-0.0521232697183572	105.876828138177
4	0.424031450947007	-0.06802770469401	95.4836995637795
4	0.463914094850018	-0.22855761723722	99.1922497185414
4	0.607617967213323	-0.112654558829592	105.326941141685
4	0.486710562505419	-0.0220612366999904	101.119333185968
4	0.541823663690982	0.277812029133522	103.074675780116
4	0.373563793436243	0.109181825336546	109.152550975107
4	0.329638555261122	0.161499573003843	110.143952109363
4	0.408065483028197	-0.0162191537825443	106.018111666139
