"z"	"f1"	"f2"	"b"
0	0.0582554533926515	0.311290274575337	0.736053146169339
0	0.147628275980144	0.56921563794026	-0.186631870842023
0	0.215118316913043	0.557364386145034	-0.699410003689996
0	0.281959182585063	0.670000457057244	4.0507961200613
0	0.192293019318639	0.578505060324389	4.01046936149572
0	0.120302272556931	0.436437914139995	1.21609511505845
0	0.0238297416270667	0.397083118681227	8.03560053504789
0	0.0419412229412457	0.599943915290971	9.58463447131161
0	0.193381384802834	0.49664537151792	0.814854191289253
0	0.253616037838333	0.524630503732722	-4.7295989762097
1	-0.408914985390282	0.213134540120357	29.1372241307427
1	-0.400323404531482	0.245590377308338	22.7289921177717
1	-0.1950002251397	0.279174390137507	25.9486255469611
1	-0.512539228883133	0.135701947997052	25.2016390075705
1	-0.487526909492021	0.346609771571173	23.5975502449388
1	-0.231258124271696	0.297620804026429	21.9101756280199
1	-0.494101118499232	0.440304688640116	25.0625762764067
1	-0.425126360981537	0.489770323717448	22.0662069601148
1	-0.267884265751698	0.136234152028336	29.134915117287
1	-0.378219583288533	0.239050238293945	20.8358898425657
2	-0.301266297645556	-0.202962521873179	50.9165431865307
2	-0.440964379979874	-0.244182540069009	47.2198310509176
2	-0.478250285668122	-0.289019148418054	54.6672246695382
2	-0.575018688934291	-0.200308126033903	50.3105648653062
2	-0.315734945875406	-0.172873555784696	63.4498760061002
2	-0.423062166592274	-0.274946916233338	51.8369156160241
2	-0.435299632300857	-0.312830547914635	53.5327631568303
2	-0.504593876954178	-0.536700806682804	53.5523508667938
2	-0.395004455478449	-0.283971788013581	40.8899121024674
2	-0.574219064249865	-0.336231280266653	51.5212219825877
3	-0.0104880857070871	-0.0640147340426492	73.1151983253435
3	0.087630103279188	0.0629855393199014	71.8578349803417
3	0.241169236017614	0.0258257875414836	75.4416450720022
3	0.232564822317065	0.0810668077745991	64.5995735413068
3	-0.0313954373137664	0.0357483258622154	78.6655316069024
3	0.00172059697130164	-0.0612415295576948	71.7801687492885
3	-0.0498423882726547	0.0378508421281269	83.1971582022334
3	-0.276376889111863	-0.117814467889165	72.7604938681827
3	-0.0323901284865489	-0.126447117616958	80.7151466261888
3	-0.0273084918486593	0.0492655459509587	80.084608641294
4	-0.0308786391682356	-0.00549913331393718	102.106730792329
4	-0.0788434160055372	-0.0982391356963398	104.007950332606
4	-0.14498259212333	-0.0575022782620909	98.9423915398085
4	-0.0560382752423984	-0.0485802372964316	97.8780789659867
4	0.0631350702617384	0.0199289333280824	97.7988451531496
4	0.0529416795372487	-0.108742559531912	98.9591752221023
4	0.0578524625040402	0.0823830567632484	106.083068752216
4	-0.203325602275995	0.0544374435537716	100.507343530646
4	-0.0602919606466345	-0.104356245665203	104.590570634843
4	-0.123974940076721	-0.118132546737041	92.8818746213774
